Time,Tier,Annotation
8196,Facial@MOT,invisible
8196,Gaze@MOT,invisible
8196,Action@CHI,picking up the ball
8196,Laughter@CHI,L
8196,Arousal@CHI,high
8196,ReactionReason@CHI,Prank
8197,Gaze@CHI,ball
8197,Facial@MOT,invisible
8197,Gaze@MOT,invisible
8197,Action@CHI,picking up the ball
8197,Laughter@CHI,L
8197,Arousal@CHI,high
8197,ReactionReason@CHI,Prank
8198,Gaze@CHI,ball
8198,Facial@MOT,invisible
8198,Gaze@MOT,invisible
8198,Action@CHI,picking up the ball
8199,Gaze@CHI,ball
8199,Facial@MOT,invisible
8199,Gaze@MOT,invisible
8199,Action@CHI,picking up the ball
8199,Laughter@CHI,L
8199,Arousal@CHI,high
8199,ReactionReason@CHI,Prank
8200,Gaze@CHI,ball
8200,Facial@MOT,invisible
8200,Gaze@MOT,invisible
8200,Action@CHI,picking up the ball
8200,Laughter@CHI,L
8200,Arousal@CHI,high
8200,ReactionReason@CHI,Prank
8201,Gaze@CHI,ball
8201,Facial@MOT,invisible
8201,Gaze@MOT,invisible
8201,Action@CHI,picking up the ball
8201,Laughter@CHI,L
8201,Arousal@CHI,high
8201,ReactionReason@CHI,Prank
8202,Gaze@CHI,ball
8202,Facial@MOT,invisible
8202,Gaze@MOT,invisible
8202,Action@CHI,picking up the ball
8202,Laughter@CHI,L
8202,Arousal@CHI,high
8202,ReactionReason@CHI,Prank
8203,Gaze@CHI,ball
8203,Facial@MOT,invisible
8203,Gaze@MOT,invisible
8203,Action@CHI,picking up the ball
8203,Laughter@CHI,L
8203,Arousal@CHI,high
8203,ReactionReason@CHI,Prank
8204,Gaze@CHI,ball
8204,Facial@MOT,invisible
8204,Gaze@MOT,invisible
8204,Laughter@CHI,L
8204,Arousal@CHI,high
8204,ReactionReason@CHI,Prank
8205,Gaze@CHI,mom
8205,Facial@MOT,invisible
8205,Gaze@MOT,invisible
8205,Laughter@CHI,L
8205,Arousal@CHI,high
8205,ReactionReason@CHI,Prank
8206,Gaze@CHI,mom
8206,Facial@MOT,invisible
8206,Gaze@MOT,invisible
8206,Laughter@CHI,L
8206,Arousal@CHI,high
8206,ReactionReason@CHI,Prank
8207,Gaze@CHI,mom
8207,Facial@MOT,invisible
8207,Gaze@MOT,invisible
8207,Laughter@CHI,L
8207,Arousal@CHI,high
8207,ReactionReason@CHI,Prank
8208,Gaze@CHI,mom
8208,Facial@MOT,invisible
8208,Gaze@MOT,invisible
8208,Laughter@CHI,L
8208,Arousal@CHI,high
8208,ReactionReason@CHI,Prank
8209,Gaze@CHI,mom
8209,Facial@MOT,invisible
8209,Gaze@MOT,invisible
8209,Laughter@CHI,L
8209,Arousal@CHI,high
8209,ReactionReason@CHI,Prank
8210,Gaze@CHI,mom
8210,Facial@MOT,invisible
8210,Gaze@MOT,invisible
8210,Laughter@CHI,L
8210,Arousal@CHI,high
8210,ReactionReason@CHI,Prank
8211,Gaze@CHI,mom
8211,Facial@MOT,smile showing teeth
8211,Gaze@MOT,invisible
8211,Laughter@CHI,L
8211,Arousal@CHI,high
8211,ReactionReason@CHI,Prank
8212,Gaze@CHI,mom
8212,Facial@MOT,smile showing teeth
8212,Gaze@MOT,invisible
8212,Laughter@CHI,L
8212,Arousal@CHI,high
8212,ReactionReason@CHI,Prank
8213,Gaze@CHI,mom
8213,Facial@MOT,smile showing teeth
8213,Gaze@MOT,invisible
8213,Laughter@CHI,L
8213,Arousal@CHI,high
8213,ReactionReason@CHI,Prank
8214,Gaze@CHI,mom
8214,Facial@MOT,smile showing teeth
8214,Gaze@MOT,invisible
8214,Laughter@CHI,L
8214,Arousal@CHI,high
8214,ReactionReason@CHI,Prank
8215,Gaze@CHI,mom
8215,Facial@MOT,smile showing teeth
8215,Gaze@MOT,child
8215,Laughter@CHI,L
8215,Arousal@CHI,high
8215,ReactionReason@CHI,Prank
8216,Gaze@CHI,mom
8216,Facial@MOT,smile showing teeth
8216,Gaze@MOT,child
8216,Laughter@CHI,L
8216,Arousal@CHI,high
8216,ReactionReason@CHI,Prank
8217,Gaze@CHI,mom
8217,Facial@MOT,smile showing teeth
8217,Gaze@MOT,child
8217,Laughter@CHI,L
8217,Arousal@CHI,high
8217,ReactionReason@CHI,Prank
8218,Gaze@CHI,mom
8218,Facial@MOT,smile showing teeth
8218,Gaze@MOT,child
8218,Laughter@CHI,L
8218,Arousal@CHI,high
8218,ReactionReason@CHI,Prank
8219,Gaze@CHI,mom
8219,Facial@MOT,smile showing teeth
8219,Gaze@MOT,child
8219,Laughter@CHI,L
8219,Arousal@CHI,high
8219,ReactionReason@CHI,Prank
8220,Gaze@CHI,mom
8220,Facial@MOT,invisible
8220,Gaze@MOT,child
8220,Laughter@CHI,L
8220,Arousal@CHI,high
8220,ReactionReason@CHI,Prank
8221,Gaze@CHI,mom
8221,Facial@MOT,invisible
8221,Gaze@MOT,child
8221,Laughter@CHI,L
8221,Arousal@CHI,high
8221,ReactionReason@CHI,Prank
8222,Gaze@CHI,mom
8222,Facial@MOT,invisible
8222,Gaze@MOT,child
8222,Laughter@CHI,L
8222,Arousal@CHI,high
8222,ReactionReason@CHI,Prank
8223,Gaze@CHI,mom
8223,Facial@MOT,invisible
8223,Gaze@MOT,child
8223,Laughter@CHI,L
8223,Arousal@CHI,high
8223,ReactionReason@CHI,Prank
8224,Gaze@CHI,mom
8224,Facial@MOT,invisible
8224,Gaze@MOT,child
8224,Laughter@CHI,L
8224,Arousal@CHI,high
8224,ReactionReason@CHI,Prank
8225,Gaze@CHI,mom
8225,Facial@MOT,invisible
8225,Gaze@MOT,child
8225,Laughter@CHI,L
8225,Arousal@CHI,high
8225,ReactionReason@CHI,Prank
8226,Gaze@CHI,mom
8226,Facial@MOT,invisible
8226,Gaze@MOT,child
8226,Laughter@CHI,L
8226,Arousal@CHI,high
8226,ReactionReason@CHI,Prank
8227,Gaze@CHI,mom
8227,Facial@MOT,invisible
8227,Gaze@MOT,child
8227,Action@CHI,giving the ball to mom
8227,Laughter@CHI,L
8227,Arousal@CHI,high
8227,ReactionReason@CHI,Prank
8228,Gaze@CHI,mom
8228,Facial@MOT,invisible
8228,Gaze@MOT,child
8228,Action@CHI,giving the ball to mom
8228,Laughter@CHI,L
8228,Arousal@CHI,high
8228,ReactionReason@CHI,Prank
8229,Gaze@CHI,mom
8229,Facial@MOT,invisible
8229,Gaze@MOT,child
8229,Action@CHI,giving the ball to mom
8229,Laughter@CHI,L
8229,Arousal@CHI,high
8229,ReactionReason@CHI,Prank
8230,Gaze@CHI,mom
8230,Facial@MOT,invisible
8230,Gaze@MOT,child
8230,Action@CHI,giving the ball to mom
8230,Laughter@CHI,L
8230,Arousal@CHI,high
8230,ReactionReason@CHI,Prank
8231,Gaze@CHI,mom
8231,Facial@MOT,smile showing teeth
8231,Gaze@MOT,child
8231,Action@CHI,giving the ball to mom
8231,Laughter@CHI,L
8231,Arousal@CHI,high
8231,ReactionReason@CHI,Prank
8232,Gaze@CHI,mom
8232,Facial@MOT,smile showing teeth
8232,Gaze@MOT,child
8232,Action@CHI,giving the ball to mom
8233,Gaze@CHI,mom
8233,Facial@MOT,smile showing teeth
8233,Gaze@MOT,child
8233,Action@CHI,giving the ball to mom
8234,Gaze@CHI,mom
8234,Facial@MOT,smile showing teeth
8234,Gaze@MOT,child
8234,Action@CHI,giving the ball to mom
8235,Gaze@CHI,mom
8235,Facial@MOT,smile showing teeth
8235,Gaze@MOT,child
8235,Action@CHI,giving the ball to mom
8235,Action@MOT,moving towards the ball to take it
8236,Gaze@CHI,mom
8236,Facial@MOT,O-shaped mouth
8236,Gaze@MOT,child
8236,Action@CHI,putting the ball in mom’s mouth
8236,Action@MOT,moving towards the ball to take it
8236,Laughable@MOT,baby's exciting laugh
8237,Gaze@CHI,mom
8237,Facial@MOT,O-shaped mouth
8237,Gaze@MOT,child
8237,Action@CHI,putting the ball in mom’s mouth
8237,Action@MOT,moving towards the ball to take it
8237,Laughable@MOT,baby's exciting laugh
8238,Gaze@CHI,mom
8238,Facial@MOT,O-shaped mouth
8238,Gaze@MOT,child
8238,Action@CHI,putting the ball in mom’s mouth
8238,Action@MOT,moving towards the ball to take it
8238,Laughter@CHI,L
8238,Laughable@MOT,baby's exciting laugh
8238,Arousal@CHI,high
8238,ReactionReason@CHI,Prank
8239,Gaze@CHI,mom
8239,Facial@MOT,O-shaped mouth
8239,Gaze@MOT,ball
8239,Action@CHI,putting the ball in mom’s mouth
8239,Action@MOT,moving towards the ball to take it
8239,Laughter@CHI,L
8239,Laughable@MOT,baby's exciting laugh
8239,Arousal@CHI,high
8239,ReactionReason@CHI,Prank
8240,Gaze@CHI,mom
8240,Facial@MOT,O-shaped mouth
8240,Gaze@MOT,ball
8240,Action@CHI,putting the ball in mom’s mouth
8240,Action@MOT,moving towards the ball to take it
8240,Laughter@CHI,L
8240,Laughable@MOT,baby's exciting laugh
8240,Arousal@CHI,high
8240,ReactionReason@CHI,Prank
8241,Gaze@CHI,mom
8241,Facial@MOT,O-shaped mouth
8241,Gaze@MOT,ball
8241,Action@CHI,putting the ball in mom’s mouth
8241,Action@MOT,moving towards the ball to take it
8241,Laughter@CHI,L
8241,Laughable@MOT,baby's exciting laugh
8241,Arousal@CHI,high
8241,ReactionReason@CHI,Prank
8242,Gaze@CHI,mom
8242,Facial@MOT,O-shaped mouth
8242,Gaze@MOT,ball
8242,Action@CHI,throwing the ball
8242,Action@MOT,moving towards the ball to take it
8242,Laughter@CHI,L
8242,Laughable@MOT,baby's exciting laugh
8242,Arousal@CHI,high
8242,ReactionReason@CHI,Prank
8243,Gaze@CHI,mom
8243,Facial@MOT,O-shaped mouth
8243,Gaze@MOT,ball
8243,Action@CHI,throwing the ball
8243,Action@MOT,moving towards the ball to take it
8243,Laughter@CHI,L
8243,Laughable@MOT,baby's exciting laugh
8243,Arousal@CHI,high
8243,ReactionReason@CHI,Prank
8244,Gaze@CHI,mom
8244,Facial@MOT,O-shaped mouth
8244,Gaze@MOT,child
8244,Action@CHI,throwing the ball
8244,Laughter@CHI,L
8244,Laughable@CHI,baby intentionally throws away the ball
8244,Laughable@MOT,baby's exciting laugh
8244,Arousal@CHI,high
8244,ReactionReason@CHI,Prank
8245,Gaze@CHI,mom
8245,Facial@MOT,invisible
8245,Gaze@MOT,child
8245,Action@CHI,throwing the ball
8245,Laughter@CHI,L
8245,Laughable@CHI,baby intentionally throws away the ball
8245,Laughable@MOT,baby's exciting laugh
8245,Arousal@CHI,high
8245,ReactionReason@CHI,Prank
8246,Gaze@CHI,mom
8246,Facial@MOT,invisible
8246,Gaze@MOT,child
8246,Action@CHI,falling
8246,Laughter@CHI,L
8246,Laughable@CHI,baby intentionally throws away the ball
8246,Laughable@MOT,baby's exciting laugh
8246,Arousal@CHI,high
8246,ReactionReason@CHI,Prank
8247,Gaze@CHI,mom
8247,Facial@MOT,invisible
8247,Gaze@MOT,child
8247,Action@CHI,falling
8247,Laughter@CHI,L
8247,Laughable@CHI,baby intentionally throws away the ball
8247,Laughable@MOT,baby's exciting laugh
8247,Arousal@CHI,high
8247,ReactionReason@CHI,Prank
8248,Gaze@CHI,mom
8248,Facial@MOT,invisible
8248,Gaze@MOT,child
8248,Action@CHI,falling
8248,Laughter@CHI,L
8248,Laughable@CHI,baby intentionally throws away the ball
8248,Laughable@MOT,baby's exciting laugh
8248,Arousal@CHI,high
8248,ReactionReason@CHI,Prank
8249,Gaze@CHI,mom
8249,Facial@MOT,invisible
8249,Gaze@MOT,child
8249,Action@CHI,falling
8249,Laughter@CHI,L
8249,Laughable@CHI,baby intentionally throws away the ball
8249,Laughable@MOT,baby's exciting laugh
8249,Arousal@CHI,high
8249,ReactionReason@CHI,Prank
8250,Gaze@CHI,mom
8250,Facial@MOT,invisible
8250,Gaze@MOT,child
8250,Action@CHI,falling
8250,Laughter@CHI,L
8250,Laughable@CHI,baby intentionally throws away the ball
8250,Laughable@MOT,baby's exciting laugh
8250,Arousal@CHI,high
8250,ReactionReason@CHI,Prank
8251,Gaze@CHI,mom
8251,Facial@MOT,smile showing teeth
8251,Gaze@MOT,child
8251,Laughter@CHI,L
8251,Laughable@CHI,baby intentionally throws away the ball
8251,Laughable@MOT,baby's exciting laugh
8251,Laughter@MOT,SL
8251,Arousal@CHI,high
8251,ReactionReason@CHI,Prank
8252,Gaze@CHI,mom
8252,Facial@MOT,smile showing teeth
8252,Gaze@MOT,child
8252,Laughter@CHI,L
8252,Laughable@MOT,baby's exciting laugh
8252,Laughter@MOT,SL
8252,Arousal@CHI,high
8252,ReactionReason@CHI,Prank
8253,Gaze@CHI,mom
8253,Facial@MOT,smile showing teeth
8253,Gaze@MOT,child
8253,Laughter@CHI,L
8253,Laughable@MOT,baby's exciting laugh
8253,Laughter@MOT,SL
8253,Arousal@CHI,high
8253,ReactionReason@CHI,Prank
8254,Gaze@CHI,mom
8254,Facial@MOT,smile showing teeth
8254,Gaze@MOT,child
8254,Laughter@CHI,L
8254,Laughable@MOT,baby's exciting laugh
8254,Laughter@MOT,SL
8254,Arousal@CHI,high
8254,ReactionReason@CHI,Prank
8255,Gaze@CHI,mom
8255,Facial@MOT,smile showing teeth
8255,Gaze@MOT,child
8255,Laughter@CHI,L
8255,Laughable@MOT,baby's exciting laugh
8255,Laughter@MOT,SL
8255,Arousal@CHI,high
8255,ReactionReason@CHI,Prank
8256,Gaze@CHI,mom
8256,Facial@MOT,smile showing teeth
8256,Gaze@MOT,child
8256,Laughter@CHI,L
8256,Laughable@MOT,baby's exciting laugh
8256,Laughter@MOT,SL
8256,Arousal@CHI,high
8256,ReactionReason@CHI,Prank
8257,Gaze@CHI,mom
8257,Facial@MOT,smile showing teeth
8257,Gaze@MOT,child
8257,Laughter@CHI,L
8257,Laughable@MOT,baby's exciting laugh
8257,Laughter@MOT,SL
8257,Arousal@CHI,high
8257,ReactionReason@CHI,Prank
8258,Gaze@CHI,mom
8258,Facial@MOT,smile showing teeth
8258,Gaze@MOT,child
8258,Laughter@CHI,L
8258,Laughable@MOT,baby's exciting laugh
8258,Laughter@MOT,SL
8258,Arousal@CHI,high
8258,ReactionReason@CHI,Prank
8259,Gaze@CHI,mom
8259,Facial@MOT,smile showing teeth
8259,Gaze@MOT,child
8259,Laughter@CHI,L
8259,Laughable@MOT,baby's exciting laugh
8259,Laughter@MOT,SL
8259,Arousal@CHI,high
8259,ReactionReason@CHI,Prank
8260,Gaze@CHI,mom
8260,Facial@MOT,smile showing teeth
8260,Gaze@MOT,child
8260,Laughter@CHI,L
8260,Laughable@MOT,baby's exciting laugh
8260,Laughter@MOT,SL
8260,Arousal@CHI,high
8260,ReactionReason@CHI,Prank
8261,Gaze@CHI,mom
8261,Facial@MOT,smile showing teeth
8261,Gaze@MOT,child
8261,Laughter@CHI,L
8261,Laughter@MOT,SL
8261,Arousal@CHI,high
8261,ReactionReason@CHI,Prank
8262,Gaze@CHI,mom
8262,Facial@MOT,smile showing teeth
8262,Gaze@MOT,child
8262,Laughter@CHI,L
8262,Laughter@MOT,SL
8262,Arousal@CHI,high
8262,ReactionReason@CHI,Prank
8263,Gaze@CHI,mom
8263,Facial@MOT,smile showing teeth
8263,Utterance@MOT,What even set off you laughing so hard?
8263,Prosody@MOT,rising-falling
8263,Gaze@MOT,child
8263,Laughter@MOT,SL
8264,Gaze@CHI,mom
8264,Facial@MOT,smile showing teeth
8264,Utterance@MOT,What even set off you laughing so hard?
8264,Prosody@MOT,rising-falling
8264,Gaze@MOT,child
8264,Laughter@MOT,SL
8265,Gaze@CHI,mom
8265,Facial@MOT,smile showing teeth
8265,Utterance@MOT,What even set off you laughing so hard?
8265,Prosody@MOT,rising-falling
8265,Gaze@MOT,child
8265,Laughter@MOT,SL
8266,Gaze@CHI,mom
8266,Facial@MOT,invisible
8266,Utterance@MOT,What even set off you laughing so hard?
8266,Prosody@MOT,rising-falling
8266,Gaze@MOT,child
8266,Laughter@MOT,SL
8267,Gaze@CHI,mom
8267,Facial@MOT,invisible
8267,Utterance@MOT,What even set off you laughing so hard?
8267,Prosody@MOT,rising-falling
8267,Gaze@MOT,child
8267,Laughter@MOT,SL
8268,Gaze@CHI,aside
8268,Facial@MOT,invisible
8268,Utterance@MOT,What even set off you laughing so hard?
8268,Prosody@MOT,rising-falling
8268,Gaze@MOT,child
8268,Laughter@MOT,SL
8269,Gaze@CHI,aside
8269,Facial@MOT,invisible
8269,Utterance@MOT,What even set off you laughing so hard?
8269,Prosody@MOT,rising-falling
8269,Gaze@MOT,child
8269,Laughter@MOT,SL
8270,Gaze@CHI,aside
8270,Facial@MOT,invisible
8270,Utterance@MOT,What even set off you laughing so hard?
8270,Prosody@MOT,rising-falling
8270,Gaze@MOT,child
8270,Laughter@MOT,SL
8271,Gaze@CHI,aside
8271,Facial@MOT,invisible
8271,Utterance@MOT,What even set off you laughing so hard?
8271,Prosody@MOT,rising-falling
8271,Gaze@MOT,child
8271,Laughter@MOT,SL
8272,Gaze@CHI,aside
8272,Facial@MOT,invisible
8272,Utterance@MOT,What even set off you laughing so hard?
8272,Prosody@MOT,rising-falling
8272,Gaze@MOT,child
8272,Laughter@MOT,SL
8273,Gaze@CHI,aside
8273,Facial@MOT,invisible
8273,Utterance@MOT,What even set off you laughing so hard?
8273,Prosody@MOT,rising-falling
8273,Gaze@MOT,child
8273,Laughter@MOT,SL
8274,Gaze@CHI,aside
8274,Facial@MOT,invisible
8274,Utterance@MOT,What even set off you laughing so hard?
8274,Prosody@MOT,rising-falling
8274,Gaze@MOT,child
8274,Laughter@MOT,SL
8275,Gaze@CHI,aside
8275,Facial@MOT,invisible
8275,Utterance@MOT,What even set off you laughing so hard?
8275,Prosody@MOT,rising-falling
8275,Gaze@MOT,child
8275,Laughter@MOT,SL
8276,Gaze@CHI,aside
8276,Facial@MOT,invisible
8276,Utterance@MOT,What even set off you laughing so hard?
8276,Prosody@MOT,rising-falling
8276,Gaze@MOT,invisible
8276,Laughter@MOT,SL
8277,Gaze@CHI,aside
8277,Facial@MOT,invisible
8277,Utterance@MOT,What even set off you laughing so hard?
8277,Prosody@MOT,rising-falling
8277,Gaze@MOT,invisible
8277,Laughter@MOT,SL
8278,Gaze@CHI,aside
8278,Facial@MOT,invisible
8278,Utterance@MOT,What even set off you laughing so hard?
8278,Prosody@MOT,rising-falling
8278,Gaze@MOT,invisible
8278,Laughter@MOT,SL
8279,Gaze@CHI,aside
8279,Facial@MOT,invisible
8279,Utterance@MOT,What even set off you laughing so hard?
8279,Prosody@MOT,rising-falling
8279,Gaze@MOT,invisible
8279,Laughter@MOT,SL
8280,Gaze@CHI,aside
8280,Facial@MOT,invisible
8280,Utterance@MOT,What even set off you laughing so hard?
8280,Prosody@MOT,rising-falling
8280,Gaze@MOT,invisible
8280,Laughter@MOT,SL
8281,Gaze@CHI,aside
8281,Facial@MOT,invisible
8281,Utterance@MOT,What even set off you laughing so hard?
8281,Prosody@MOT,rising-falling
8281,Gaze@MOT,invisible
8281,Laughter@MOT,SL
8282,Gaze@CHI,aside
8282,Facial@MOT,invisible
8282,Utterance@MOT,What even set off you laughing so hard?
8282,Prosody@MOT,rising-falling
8282,Gaze@MOT,invisible
8282,Laughter@MOT,SL
8283,Gaze@CHI,aside
8283,Facial@MOT,invisible
8283,Utterance@MOT,What even set off you laughing so hard?
8283,Prosody@MOT,rising-falling
8283,Gaze@MOT,invisible
8283,Laughter@MOT,SL
8284,Gaze@CHI,aside
8284,Facial@MOT,invisible
8284,Utterance@MOT,What even set off you laughing so hard?
8284,Prosody@MOT,rising-falling
8284,Gaze@MOT,invisible
8284,Laughter@MOT,SL
8285,Gaze@CHI,aside
8285,Facial@MOT,invisible
8285,Gaze@MOT,invisible
8286,Gaze@CHI,aside
8286,Facial@MOT,invisible
8286,Gaze@MOT,invisible
8287,Gaze@CHI,aside
8287,Facial@MOT,invisible
8287,Gaze@MOT,invisible
8288,Gaze@CHI,aside
8288,Facial@MOT,invisible
8288,Gaze@MOT,invisible
8289,Gaze@CHI,aside
8289,Facial@MOT,invisible
8289,Gaze@MOT,invisible
8290,Gaze@CHI,aside
8290,Facial@MOT,invisible
8290,Gaze@MOT,invisible
8291,Gaze@CHI,aside
8291,Facial@MOT,invisible
8291,Gaze@MOT,invisible
8292,Gaze@CHI,mom
8292,Facial@MOT,invisible
8292,Gaze@MOT,invisible
8293,Gaze@CHI,mom
8293,Facial@MOT,invisible
8293,Gaze@MOT,invisible
8293,Action@MOT,holding the ball in mouth
8294,Gaze@CHI,mom
8294,Facial@MOT,neutral
8294,Gaze@MOT,child
8294,Action@MOT,holding the ball in mouth
8295,Gaze@CHI,mom
8295,Facial@MOT,neutral
8295,Gaze@MOT,child
8295,Action@MOT,holding the ball in mouth
8296,Gaze@CHI,mom
8296,Facial@MOT,neutral
8296,Gaze@MOT,child
8296,Action@MOT,holding the ball in mouth
8296,Laughable@CHI,mom with the ball in her mouth
8297,Gaze@CHI,mom
8297,Facial@MOT,neutral
8297,Gaze@MOT,child
8297,Action@MOT,holding the ball in mouth
8297,Laughable@CHI,mom with the ball in her mouth
8298,Gaze@CHI,mom
8298,Facial@MOT,neutral
8298,Gaze@MOT,child
8298,Action@MOT,holding the ball in mouth
8298,Laughable@CHI,mom with the ball in her mouth
8299,Gaze@CHI,mom
8299,Facial@MOT,neutral
8299,Gaze@MOT,child
8299,Action@MOT,holding the ball in mouth
8299,Laughable@CHI,mom with the ball in her mouth
8300,Gaze@CHI,mom
8300,Facial@MOT,neutral
8300,Gaze@MOT,child
8300,Action@MOT,holding the ball in mouth
8301,Gaze@CHI,mom
8301,Facial@MOT,neutral
8301,Gaze@MOT,child
8301,Action@MOT,holding the ball in mouth
8301,Laughter@CHI,L
8301,Arousal@CHI,middle
8301,ReactionReason@CHI,Violation of behaviour schema
8302,Gaze@CHI,mom
8302,Facial@MOT,neutral
8302,Gaze@MOT,child
8302,Action@MOT,holding the ball in mouth
8302,Laughter@CHI,L
8302,Arousal@CHI,middle
8302,ReactionReason@CHI,Violation of behaviour schema
8303,Gaze@CHI,mom
8303,Facial@MOT,neutral
8303,Gaze@MOT,child
8303,Action@MOT,holding the ball in mouth
8303,Laughter@CHI,L
8303,Arousal@CHI,middle
8303,ReactionReason@CHI,Violation of behaviour schema
8304,Gaze@CHI,mom
8304,Facial@MOT,neutral
8304,Gaze@MOT,child
8304,Action@MOT,holding the ball in mouth
8304,Laughter@CHI,L
8304,Arousal@CHI,middle
8304,ReactionReason@CHI,Violation of behaviour schema
8305,Gaze@CHI,mom
8305,Facial@MOT,neutral
8305,Gaze@MOT,child
8305,Action@MOT,holding the ball in mouth
8305,Laughable@CHI,mom spits the ball out of the mouth
8305,ReactionReason@CHI,Violation of behaviour schema
8306,Gaze@CHI,mom
8306,Facial@MOT,neutral
8306,Gaze@MOT,child
8306,Action@MOT,holding the ball in mouth
8306,Laughable@CHI,mom spits the ball out of the mouth
8306,ReactionReason@CHI,Violation of behaviour schema
8307,Gaze@CHI,mom
8307,Facial@MOT,neutral
8307,Gaze@MOT,child
8307,Action@MOT,spitting out the ball
8307,Laughable@CHI,mom spits the ball out of the mouth
8307,ReactionReason@CHI,Violation of behaviour schema
8308,Gaze@CHI,mom
8308,Facial@MOT,neutral
8308,Gaze@MOT,child
8308,Action@MOT,spitting out the ball
8308,Laughable@CHI,mom spits the ball out of the mouth
8308,ReactionReason@CHI,Violation of behaviour schema
8309,Gaze@CHI,mom
8309,Facial@MOT,neutral
8309,Gaze@MOT,child
8309,Action@MOT,spitting out the ball
8309,Laughter@CHI,L
8309,Arousal@CHI,low
8309,ReactionReason@CHI,Violation of behaviour schema
8310,Gaze@CHI,mom
8310,Facial@MOT,neutral
8310,Gaze@MOT,child
8310,Action@MOT,spitting out the ball
8310,Laughter@CHI,L
8310,Arousal@CHI,low
8310,ReactionReason@CHI,Violation of behaviour schema
8311,Gaze@CHI,mom
8311,Facial@MOT,smile showing teeth
8311,Gaze@MOT,child
8311,Laughter@CHI,L
8311,Arousal@CHI,low
8311,ReactionReason@CHI,Violation of behaviour schema
8312,Gaze@CHI,mom
8312,Facial@MOT,smile showing teeth
8312,Gaze@MOT,child
8312,Laughter@CHI,L
8312,Arousal@CHI,low
8312,ReactionReason@CHI,Violation of behaviour schema
8313,Gaze@CHI,mom
8313,Facial@MOT,smile showing teeth
8313,Gaze@MOT,child
8313,Laughter@CHI,L
8313,Arousal@CHI,low
8313,ReactionReason@CHI,Violation of behaviour schema
8314,Gaze@CHI,mom
8314,Facial@MOT,smile showing teeth
8314,Gaze@MOT,child
8314,Laughter@CHI,L
8314,Arousal@CHI,low
8314,ReactionReason@CHI,Violation of behaviour schema
8315,Gaze@CHI,mom
8315,Facial@MOT,smile showing teeth
8315,Gaze@MOT,child
8315,Laughter@CHI,L
8315,Arousal@CHI,low
8315,ReactionReason@CHI,Violation of behaviour schema
8316,Gaze@CHI,mom
8316,Facial@MOT,smile showing teeth
8316,Gaze@MOT,child
8316,Laughter@CHI,L
8316,Arousal@CHI,low
8316,ReactionReason@CHI,Violation of behaviour schema
8317,Gaze@CHI,mom
8317,Facial@MOT,smile showing teeth
8317,Gaze@MOT,child
8317,Laughter@CHI,L
8317,Arousal@CHI,low
8317,ReactionReason@CHI,Violation of behaviour schema
8318,Gaze@CHI,mom
8318,Facial@MOT,smile showing teeth
8318,Gaze@MOT,child
8318,Laughter@CHI,L
8318,Arousal@CHI,low
8318,ReactionReason@CHI,Violation of behaviour schema
8319,Gaze@CHI,mom
8319,Facial@MOT,smile showing teeth
8319,Gaze@MOT,child
8319,Laughter@CHI,L
8319,Arousal@CHI,low
8319,ReactionReason@CHI,Violation of behaviour schema
8320,Gaze@CHI,mom
8320,Facial@MOT,smile showing teeth
8320,Gaze@MOT,child
8320,Laughter@CHI,L
8320,Arousal@CHI,low
8320,ReactionReason@CHI,Violation of behaviour schema
8321,Gaze@CHI,mom
8321,Facial@MOT,smile showing teeth
8321,Gaze@MOT,child
8321,Laughter@CHI,L
8321,Arousal@CHI,low
8321,ReactionReason@CHI,Violation of behaviour schema
8322,Gaze@CHI,mom
8322,Facial@MOT,smile showing teeth
8322,Gaze@MOT,child
8322,Laughter@CHI,L
8322,Arousal@CHI,low
8322,ReactionReason@CHI,Violation of behaviour schema
8323,Gaze@CHI,mom
8323,Facial@MOT,smile showing teeth
8323,Gaze@MOT,child
8323,Laughter@CHI,L
8323,Arousal@CHI,low
8323,ReactionReason@CHI,Violation of behaviour schema
8324,Gaze@CHI,mom
8324,Facial@MOT,smile showing teeth
8324,Gaze@MOT,child
8324,Laughter@CHI,L
8324,Arousal@CHI,low
8324,ReactionReason@CHI,Violation of behaviour schema
8325,Gaze@CHI,mom
8325,Facial@MOT,smile showing teeth
8325,Gaze@MOT,child
8325,Laughter@CHI,L
8325,Arousal@CHI,low
8325,ReactionReason@CHI,Violation of behaviour schema
8326,Gaze@CHI,mom
8326,Facial@MOT,smile showing teeth
8326,Gaze@MOT,child
8326,Laughter@CHI,L
8326,Arousal@CHI,low
8326,ReactionReason@CHI,Violation of behaviour schema
8327,Gaze@CHI,mom
8327,Facial@MOT,smile showing teeth
8327,Gaze@MOT,child
8327,Laughter@CHI,L
8327,Arousal@CHI,low
8327,ReactionReason@CHI,Violation of behaviour schema
8328,Gaze@CHI,mom
8328,Facial@MOT,smile showing teeth
8328,Gaze@MOT,child
8328,Laughter@CHI,L
8328,Arousal@CHI,low
8328,ReactionReason@CHI,Violation of behaviour schema
8329,Gaze@CHI,mom
8329,Facial@MOT,smile showing teeth
8329,Gaze@MOT,child
8329,Laughter@CHI,L
8329,Arousal@CHI,low
8329,ReactionReason@CHI,Violation of behaviour schema
8330,Gaze@CHI,mom
8330,Facial@MOT,smile showing teeth
8330,Gaze@MOT,child
8330,Laughter@CHI,L
